id,first_name,last_name,account_nr,amount,currency,comment
gq+p9BZgLw0=,de micoli,paten,FR40-6537-1295-68AW-VSAX-BADE-N90,263.0,eur,p96682
gqPsSwQ9qCM=,Flaonier,Jerrilee,CY17-4034-3201-1OJT-RE8S-SFFN-5JNR,425.0,CNY,P94177
gqRb2L/jYPg=,Stanton,Moll,TR64-0398-2XOG-4XC9-YMCC-LIDT-9O,179.0,IDR,P96080
gqsLqAYPCGQ=,Thunderchief,Flory,RO36-AOLO-1ZGE-NXKG-HA4X-HNB1,144.0,RUB,P92752
gqwONbtFdI8=,Cockman,Tim,MD38-LFK8-ZZ7M-WPLE-F4ZK-IBRO,277.0,CNY,P98335
grOBgUC7emc=,McRuvie,Edith,FR69-9017-5150-47AG-BFRN-1UZF-J93,598.0,GTQ,P92100
groljjYfGEk=,Copcote,Perri,DK11-6571-0254-5713-52,966.0,GHS,P96774
grrCAtouVuU=,Wynne,Albert,BE53-7759-4587-6443,475.0,UGX,P89316
gsUmRRCXx5k=,Clutterham,Deborah,LB11-5747-BOAH-YM2R-IEFW-IWOX-DGZ8,565.0,CNY,P91652
gsWPpWpCfUU=,Ivanyushin,Almeta,LB77-2213-CK6U-UUIH-84YJ-GMND-MPRJ,388.0,PLN,P89464
gtJa3Ll6zgU=,COURS,REMY,MR40-7538-2017-6501-0525-6907-150,43.0,DKK,P97102
gtPxnSHjAOI=,Neill,Josselyn,FR41-0150-6729-78U2-I2Q2-DZSL-X18,459.0,PEN,P94344
gtikvFbFdEY=,Sainthill,Claudia,CZ55-3782-7950-4263-7768-4131,456.0,IDR,P91104
gtinY4GUVyw=,joe,amity,FR46-8779-8747-773A-4ZQA-KRXW-215,306.0,vnd,p89551
gu4qs15omN4=,Grisenthwaite,Mr.Teirtza,FR16-9312-8807-000F-4NNJ-BCSE-U62,869.0,CNY,P98210
guKJDZC5Bpc=,Kegg,Honorable.Jacynth,MC77-1309-6344-00KR-ZK5C-LJHH-W77,261.2062096441094,CUP,P93953
guLDpo8+ZPc=,Bartolozzi,Read,MC02-7947-3554-38VY-THMZ-NIBR-C61,330.0,CNY,P97049
gvBPoQ95Vic=,Hakes,Oralle,TR05-3404-2EET-TULN-EKMT-XMPR-OV,156.0,BAM,P96590
gvKJmoSSR28=,Scroyton,Fernando,GI73-BZSJ-MNGP-EFMU-SMZ9-2NK,342.0,CDF,P92653
gwjU1jjJkOI=,Dewan,Aurore,GE61-ND60-3892-6013-5330-51,129.0,PEN,P89957
gxQw5D9pS28=,Wyldes,Rena,TN59-2960-6742-6204-9043-6992,73.0,RUB,P97106
gy5kwvINL9s=,Furley,Nevsa,GE31-KH48-3132-7333-7742-72,505.0,NGN,P96348
gyJw7uWB1lc=,Treamayne,Philis,GL09-6824-9775-6312-81,193.0,CNY,P96815
gyOCiqtYKsg=,Trotter,Audie,CH73-5947-9IXG-B4DR-AQNH-Y,898.0,XOF,P89924
gyRDb7Bx51A=,Furmedge,Katherina,CY34-9345-7772-JXII-ATIQ-IA79-IDBB,577.0,EUR,P94556
gyYkj201t0E=,Bowland,Gwenora,SE86-6608-5931-8352-7058-4808,90.0,VEF,P93383
gzN+tAGpCqE=,Brompton,Jamie,FR08-6190-6693-08AK-TQKS-QANT-N68,822.0,HRK,P93972
gzbbSgWQhD4=,Le Noury,Yovonnda,DE85-3888-6199-5686-4660-25,598.0,LTL,P99018
h+0dY6BGd7c=,Farncomb,Mariquilla,FR85-4085-9549-81IF-THPO-3BKH-I76,786.0,PHP,P95638
h+AYjC3V7mc=,Stabbins,Barbee,SA37-98HC-F3RF-VBQI-XPTE-ZUCZ,825.0,USD,P90042
h+ODfwkqwLg=,Lesek,Fannie,ES64-0885-2149-5724-3419-5323,795.0,HTG,P92574
h+OLf+Q6xlM=,Dows,Mavis,LU18-882U-I1XF-PG7K-NSMG,799.0,TJS,P95802
h/MWbBUkcT0=,Leghorn,Cross,FR51-3187-1821-6386-HL1J-XTGE-S62,342.0,BRL,P91380
h/QuG90GVns=,Hundey,Whitaker,MR29-4081-8730-0537-8889-2549-407,323.0,NZD,P98850
h/RjYA4WDYg=,Haggard,Amandie,LI04-6880-8BQP-QU2K-N5VX-C,210.0,HNL,P89521
h0zY5jQsI6U=,August,Adrea,CH23-3531-5NPI-HEJK-1QHX-D,41.0,SEK,P89209
h1rycn9PowA=,Cunniam,Nedi,CY21-8083-4334-FSLI-FRKN-A3L3-Y6VP,18.0,UZS,P96291
h2RAeBv2vlQ=,CHELSOM,LION,NO97-5651-9286-957,637.0,BRL,P95175
h2of7Bae4Ew=,Breming,Vina,AD24-4188-0859-PHM8-2XQY-ZPRP,255.0,SEK,P98670
h3+7NVMe4bs=,Berrecloth,Viviana,FR75-2091-2288-64AY-RPQP-GZ79-K12,619.0,RUB,P98714
h3VYuuNyAWQ=,Petts,Giselle,SM77-L230-1970-146Z-MKCC-PMZZ-UWE,445.0,USD,P93162
h4CNKHjrY6A=,Whiteway,Calla,AZ07-DHRL-P2VO-15NP-DH3M-FSA3-MCCA,906.0,PHP,P90649
h4WqlXzIj2Y=,Towlson,Winnah,TR46-3261-514S-CB5T-BRBB-T25W-I3,540.0,MXN,P98910
h4cmHLeeN4g=,Eustis,Darrick,BE22-3884-4896-2651,767.0,BYR,P91586
h4dlu8/SIZc=,Bogaert,Querida,PL39-0218-6533-3664-7469-5462-7010,720.0,LYD,P96899
h5+FeoN/ApI=,Reubel,Fairleigh,FR44-6038-1502-16CR-7UUI-BFDF-B44,1.0,BRL,P92547
h5KBFkUD1YE=,Britee,Ronda,FR82-5863-5515-04T4-3RLW-4ORH-F46,680.6344161413804,CNY,P97280
h5OrUIoVhgY=,Cocker,Dorella,FR25-3895-7454-04CP-HLZB-TFJ4-V36,458.0,RUB,P91929
h5PJQQKDo2I=,Ketchen,Lucina,FR25-3895-7454-04CP-HLZB-TFJ4-V36,128.0,CNY,P95350
h6rSu+N8zjM=,Irnis,Grayce,SE34-4014-9723-4701-9573-4658,779.0,PHP,P93289
h78OaUbkWl0=,Blackie,Mabel,MU66-XOHP-9800-2003-2211-7906-535H-HM,363.6664653328493,NGN,P95424
h7MQPA4MGUg=,Senett,Stacia,DE79-6976-0836-1554-7421-01,837.625945157852,CNY,P97950
h7hv8E2/DHg=,WHEAL,MARTINO,FR41-0150-6729-78U2-I2Q2-DZSL-X18,535.0,CNY,P95717
h8ZhDm1zuPo=,Marchant,Edward,NO13-5784-1846-706,557.0,PLN,P92124
h91PJpWI258=,Humerstone,Grover,BR95-9019-7512-3005-1066-4377-339N-I,704.0,EUR,P93328
h9t29amuO88=,Laffoley-Lane,Priscilla,DO76-63II-8715-5143-3546-5715-9731,850.0,EUR,P96880
h9whPAUEbYA=,Waslin,Brena,BE38-0845-5221-9111,855.9899543455829,VND,P90464
hA/LKr4Nq0A=,Markovic,Garek,TR58-5899-1XPK-M1SP-UUVE-JMJA-NI,638.0,EUR,P92927
hAWOU+9bUn8=,Oxnam,Nolly,LU67-878Z-WFIM-BRJA-5F4Z,159.0,PHP,P96464
hAcFTUz2GL0=,Maplethorp,Hewett,MU35-AYHG-9732-9830-2380-6660-323F-OW,388.0,PHP,P93613
hBKfavpUPk8=,Duce,Terrie,KW38-AQNS-MXN4-JHJU-3SGR-QOIL-NSPW-Y7,348.0,NGN,P98234
hBUXfS7LCBs=,Surgey,Berty,AL03-3239-4979-XDXF-JDPH-TWXA-PTOR,573.0,BRL,P90258
hBhE81jj8hA=,Jaskiewicz,Gavan,FR40-6537-1295-68AW-VSAX-BADE-N90,552.0,AFN,P92962
hBwoLqZROTc=,Mariyushkin,Abraham,FR89-2638-7688-41UF-HBI7-ATEU-Q14,242.0,EUR,P89140
hC2xGkCZtzM=,Norewood,Cassie,ME39-5873-0941-3946-6866-37,435.0,ARS,P90806
hCA5AurIaBE=,Suche,Gaylene,FR63-4206-1481-86UZ-CTGZ-THHW-A66,961.0,UZS,P92981
hCGd4TT7dSM=,Plaister,Hubie,FR56-8942-6645-29XY-SUZ7-FYH8-O21,439.0,RUB,P93706
hDQjl812wTw=,Thorrington,Andie,SI58-7653-2484-5625-993,296.0,UAH,P89588
hDbrcHE05UM=,Tapp,Anallise,MU44-JQQM-5127-3559-0558-1479-182G-OD,528.0,BRL,P89567
hErwhRhXHy4=,Rysom,Amery,FR62-0316-2409-67XA-BUQA-SBW7-M60,601.0,SEK,P89544
hEyzbZ5S/y0=,Simm,Harp,MU35-AYHG-9732-9830-2380-6660-323F-OW,366.0,EUR,P93467
hFY3X0qzk2s=,Sickamore,Lidia,FR71-4243-0489-07UY-7DHU-6JVN-O85,811.0,KMF,P95122
hFvfCrbnoYE=,Kniveton,Oliviero,FR58-2579-2393-027J-NTPE-9DDX-658,426.0,KRW,P96555
hG779MD5ye8=,Foulgham,Arleyne,AT04-3243-0145-0967-6125,121.0,CNY,P89819
hGtMDJIee2c=,Heffy,Ralina,CH73-5947-9IXG-B4DR-AQNH-Y,621.0,PLN,P96972
hH2D6L5mal8=,Furney,Perry,FR51-4181-3247-29K4-3BNC-PGOL-C71,996.0,BYR,P96776
hH2J0GoMKaQ=,Rylatt,Shelly,AZ43-XYLG-YCOJ-WMDP-FP23-SGLU-AME1,162.0,COP,P97732
hHm1dMkOGrs=,Milillo,Edwin,MR88-9108-5537-2601-9147-1649-226,286.0,CAD,P92127
hHq5zuRSlEY=,Christley,Nelia,DK72-3332-1742-7198-29,630.0,THB,P96305
hHxI4Ut700I=,Gebby,Inesita,CY21-8083-4334-FSLI-FRKN-A3L3-Y6VP,522.0,CNY,P93808
hITLBRF2+r0=,Wagen,Giffer,FR57-4374-5877-17QW-S5ML-FUKR-J12,245.0,AMD,P93113
hIubckWXOkM=,Skully,Alleen,IT09-G233-6499-513P-ASUM-EQ80-IIL,248.0,SEK,P89432
hJ2P8RmxNqk=,Wakeling,Marcello,AE46-0092-8982-8725-9707-605,210.0,EUR,P95555
hJG1WqDMRvk=,Youles,Meryl,FR32-6173-3453-05JE-7ZTB-TA5A-122,900.0,AFN,P95950
hJMBcpmK7J0=,Peasby,Genny,SE34-4014-9723-4701-9573-4658,425.0,CZK,P93006
hJZS8/E5Qa0=,Broom,Zackariah,HU72-2236-4294-5555-9379-6397-0433,906.4849323494575,CNY,P99042
hJq0+eiKw+0=,Pedroli,Ranee,FR98-3454-9368-38I8-RWW3-WPIA-W41,975.0,CNY,P97012
hK5r/2gUaKs=,Ivatt,Martina,AL83-7200-6905-JBIJ-MV7X-DGJ6-QCDP,232.0,NIO,P95714
hKO1fyvplkM=,Peoples,Noel,GT91-WVHQ-RCZU-7R4T-2Y4Q-HMO1-NOJV,957.0,EUR,P96448
hKOW6+cEA0s=,Assaf,Boy,IS23-1164-9168-7978-8345-1734-35,602.0,XOF,P90417
hKXGTBRNkD0=,COGGON,AUGUST,SE02-9185-0098-1607-9307-2954,305.0,IDR,WORKFORCE
hKoV1BWUMHk=,Gouldie,Eolanda,MU73-PYPL-6380-4007-7255-5300-057G-JB,576.0,USD,P92361
hL/nSeHXP/Y=,Sevitt,Nora,CH92-0348-0IDW-LNIY-EABY-B,709.0,JPY,P96476
hMD7GERkmBA=,Hellen,Bernete,BR67-3053-6869-2984-4301-7186-113T-Q,448.0,PLN,P90215
hMMYV2BAa4w=,Roaf,Milzie,PK46-VJPP-YF0V-4SJS-4HGC-R61T,815.0,BRL,P96013
hN03IJmkTmU=,Brunker,Jackson,FR80-1845-2005-55VJ-XLXJ-ZWJB-388,556.0,USD,P93928
hOKOZhfaHxo=,Poznanski,Francine,BE28-2396-5208-6870,466.0,EUR,P92784
hOe4MrNGf+g=,Haddrell,Gale,GI64-YALU-FLSP-YBQW-YDJL-WMY,319.0,KRW,P92905
hOfShLdXdp0=,Probin,Budd,ME85-8251-7500-1159-4759-14,819.0,CNY,P90598
hPlnd1ouNaI=,Kinton,Marla,SE38-4606-5080-9828-7989-9103,447.0,VND,P95660
hQNn8VlobZ4=,Rings,Oriana,LU15-695H-VALH-PLHP-U5TO,688.0,AZN,P96599
hQZkb7dhekA=,Prozillo,Babs,MR40-7538-2017-6501-0525-6907-150,181.0,TND,P90005
hQeLCF7Tn40=,Phinnessy,Appolonia,FR92-6754-1664-40HL-ZJWZ-X3CM-A44,805.0,CNY,P89746
hS7yxYTERkQ=,Nowakowska,Stacy,FR82-5863-5515-04T4-3RLW-4ORH-F46,582.0,MXN,P97952
hTm+DnL5Tho=,Lofthouse,Yorgos,MC83-4830-3515-44QQ-TMON-7NQT-Y45,962.0,IDR,P99009
hU77jm/LVn0=,Gorrie,Andreana,SK67-5538-0865-4492-2096-5597,721.0,IDR,P89593
hUDHUSxgCdQ=,Mayward,Rudy,LB43-3051-DTBF-SOKC-J805-PCRL-CJ3B,824.0,BRL,P97409
hUZVtTDQDUg=,McCullouch,Missy,BR54-2754-6966-8790-7410-4145-286M-X,828.0,PHP,P96050
hVR5FVGirWY=,Dacca,Garnet,CH71-1360-9WDR-JIBB-MVTZ-T,670.0,MGA,P92933
hVVNqiO3OPo=,Wareing,Mace,BE22-3884-4896-2651,435.0,BRL,P95434
hVVlf7gOCW8=,Boatwright,Kriste,RO38-ANTY-CZOU-CAQE-USS9-DBIW,478.0,THB,P94819
hVgwcDs1Mzs=,Barrows,Noble,NL48-DVSZ-0161-1713-02,283.0,PEN,P96438
hVkNNZYVxTs=,Hogan,Ailey,NL46-UZWT-9563-9062-94,699.0,MNT,P89273
hWG5gqZiSew=,Larkings,Aubine,CH85-4385-7X1K-WEOU-EKCJ-Z,186.0,PHP,P89912
hXHvehvU20Y=,Silcock,Lori,BR82-0708-2336-8159-7632-9791-700G-H,305.0,CNY,P95279
hYpno3wT4ec=,Dradey,Timmie,GB59-OIBI-8540-7582-9817-83,137.0,IDR,P98340
hZH/mIwRznE=,Jeenes,Pauline,PT42-8394-0371-0448-2438-2179-2,793.0,MNT,P96726
hZIjFURNyTc=,Beaumont,Deanna,FR02-0037-6038-22ZH-BUF5-NQG5-Q13,894.0,GTQ,P91639
hZv4qrCd4AE=,Edger,Glen,FR80-1845-2005-55VJ-XLXJ-ZWJB-388,245.0,RUB,P93180
hZvNcfOAYck=,Cogley,Harlan,FR81-9339-1173-9432-BMED-MT5A-K81,61.0,IDR,P93449
hakoSlkLpBQ=,Swanne,Elise,RS42-8982-1639-4773-8780-93,97.0,BRL,P92201
hals3nct0Lc=,Boath,Simmonds,KW13-AETL-E5BV-0DXU-XPOG-I3PC-ZOOH-CJ,818.0,PHP,P97853
hamjMYoEoaU=,Janc,Adina,FR20-1673-4164-638M-5JPL-1TQR-A88,884.0,CNY,P89196
hbAiaUSjNGs=,Stenning,Phil,ES52-8046-2991-7706-2748-0692,253.0,RUB,P96807
hc8B9niP7fU=,Lonsbrough,Lacy,SM09-L884-4200-977A-BCJP-5BJC-GUH,944.0,CNY,P94874
hcTkCFNL08w=,Carletti,Joel,SM12-K783-8909-944E-EBJL-UDDB-RBQ,956.0,MXN,P94250
hcVPU+YYUxE=,Tenaunt,Marcy,SM08-O419-0517-9398-XEYR-FR6Y-CHH,931.0,EUR,P95575
hcrb3lonMF0=,Bucknill,Zelig,CR49-6156-1697-0969-9982-9,179.0,IDR,P99076
hd/y335yBP0=,Haslin,Kimmy,CR64-8973-1970-7499-3417-4,937.0,PHP,P94734
hd0MdrxPDKw=,Reiner,Amandie,FO76-3601-9998-7040-90,651.0,PEN,P89522
hdJp1KQ3c/c=,Prescott,Fraze,ES36-7271-0903-8097-3557-8069,529.0,CNY,P92821
hdaI7z4R7uY=,Gisborne,Archibaldo,FR31-8483-6060-83PH-4TFX-VBZJ-V06,135.0,NGN,P89766
heEa2kuFCP0=,Rolph,Jobie,HU52-6377-5384-5521-0792-4144-1863,791.0,NGN,P94238
heLnASmmVSA=,Nisbith,Roman,KW43-IXAW-SEFT-WVIC-GK25-F1FA-OEJX-BQ,95.0,EUR,P97274
hfBcZdSVbTE=,Hayball,Angus,FR89-2638-7688-41UF-HBI7-ATEU-Q14,757.0,KRW,P89648
hfCiJdC3Ff0=,Stork,Grady,FR69-6089-1387-21PN-QYO7-7T3S-T81,568.0,IDR,P93251
hfMPfxfQE5U=,Olivey,Thia,RO13-LKMM-RMLY-4MSI-MFD8-3UIB,377.0,USD,P98285
hfl70lN4FM4=,Franzewitch,Dewie,FR32-6173-3453-05JE-7ZTB-TA5A-122,375.0,EUR,P91787
hhFZI5VUhm0=,Dalgetty,Yetty,PL90-3093-1764-8616-7983-8934-3340,639.0,CNY,P98996
hhQthJKUHuw=,Yurtsev,Kendal,PK39-FRPQ-AFFX-SF2D-1PVA-MW0Z,405.0,USD,P94654
hhignkD3N+8=,Borge,Nester,ME59-4015-8146-0719-1228-81,986.0,CAD,P96328
hhipIzX5TRI=,Morford,Allys,EE40-2214-6700-3251-4740,912.0,BYR,P89459
hhkBrCvB9l4=,Halton,Veronika,AL46-7283-9390-8UDC-VKUG-JBQ7-FDOM,225.0,RUB,P98638
hhr2PEc/oeg=,Chadband,Alley,MR70-6884-7526-1818-6964-6225-796,593.0,PLN,P89433
hiak43oXVig=,Tamera,Jeramie,SI13-5024-7488-0765-343,463.0,BRL,P94158
hid+1+OfFdo=,Berresford,Farrel,DK29-1622-1951-2772-78,58.0,IDR,P92594
hii9vdrUQcY=,Cochern,Ferdinande,LT97-7765-4908-5887-5795,290.0,RUB,P92642
hityOY6kpLw=,Wyllie,Nestor,PL76-6946-4257-4444-6709-6856-5535,703.0,THB,P96330
hj3935Tq13M=,Madoc-Jones,Dorella,MR14-8265-8849-5994-2821-4004-826,502.0,USD,P91930
hjK4Ep+ts9U=,Varsey,Ailina,PT26-8637-7357-7742-3419-5085-3,646.0,PHP,P89279
hjS9m/TFPus=,Skally,Carla,SM94-Z679-1999-058P-5BJP-F2ZI-PY1,320.0,JPY,P90718
hjXWEQCsyFg=,Dulake,Bruis,FR19-7738-9417-63QE-GM8V-EPJM-L39,169.0,PLN,P90570
hjrykCEmIH0=,McMonies,Allistir,SA39-36BM-LXBT-23S3-ABFA-WHBN,675.0,THB,P89443
hkDAf3XPg6Q=,Cranson,Valerye,BA65-7198-2576-1408-1663,717.0,UAH,P98585
hkUawzgzF8U=,Alten,Jilli,SK59-1437-0077-7681-0934-7417,292.0,PHP,P94207
hkbtAuMMON4=,Itzkin,Ing.Kip,PK39-DZYE-UUHB-SHN7-OF8Q-PKHR,909.0,IDR,P94753
hkfl69poVOI=,Frend,Roseline,GB59-OIBI-8540-7582-9817-83,455.0,IDR,P97326
hlrgOFlmK8s=,Bottoms,Calley,AE47-9755-8287-8794-0550-877,722.0,IDR,P90650
hmXxLRHhq4A=,Roobottom,Theadora,FR16-1702-4935-56TN-4JAV-SRKI-K35,157.0,IDR,P98263
hn+WyRW+vhA=,Bassingham,Cathyleen,FR26-1942-2876-989F-GRWD-4QOO-U05,278.0,CNY,P90833
hnctkasMneg=,Oakes,Maria,SM12-K783-8909-944E-EBJL-UDDB-RBQ,784.0,IDR,P95600
hnegWe8GosQ=,Clementucci,Rhett,SM94-Z679-1999-058P-5BJP-F2ZI-PY1,260.0,RUB,P97132
hnywXOD7Jek=,Morlon,Stacee,DE13-7230-0180-7476-4286-41,438.0,XOF,P97946
hohG5OU7VU8=,Chancellor,Dominica,NL89-PARD-8352-1357-86,661.0,NOK,P91882
hq/dd5juTYU=,Wedgwood,Nico,IE41-ZHUG-0527-5689-8490-52,503.0,CNY,P96377
hq04y9pK1xg=,Ruhben,Zenia,AD24-4188-0859-PHM8-2XQY-ZPRP,118.0,JPY,P99081
hqU5qdlcNLU=,Mc-Kerley,Collin,FR88-6962-2515-82GG-VVPH-3SA9-O34,300.0,RUB,P91221
hqVza1gQSzY=,Richardot,Twyla,MT77-RXON-0789-6C9S-JDAH-NTGP-AQLT-BG3,10.0,CNY,P98514
hrFbuD4Go2w=,Ennew,Horatia,BE65-3448-2181-4592,636.0,VND,P93681
hre/3MUTMfE=,Davidov,Gerrilee,LI74-4869-99GW-2LRH-H4K8-R,553.0,IDR,P93074
hrhWLK9Xzv0=,Piche,Ernesta,LB93-1821-QXZV-HHUA-MT4V-7NAC-N7EQ,715.0,CNY,P92413
hrqUhWHzkG0=,Deane,Roldan,FR80-1845-2005-55VJ-XLXJ-ZWJB-388,946.0,BRL,P97263
hrxj4o2yeOU=,Heinschke,Thor,KZ33-1920-HKHC-RW4C-QWPK,16.0,IDR,P98302
hsbvBVPXyGc=,Onn,Franciskus,CY55-4629-3747-YCPY-LND9-NOLH-OE64,1.0,MGA,P92790
hscsWdS87DI=,Millson,Rebekah,CR53-3464-5864-1419-3953-6,803.0,EUR,P97062
hsy3+niI8KA=,Buck,Truman,FR97-3683-1415-807E-FJLI-OBDK-W18,123.0,DKK,P98500
hteJZLtQdWk=,Aluard,Wood,DO46-MLEQ-6786-4900-5022-8490-2382,497.0,PLN,P98931
htnv0ChI7eE=,Merriment,Arlen,AD69-1213-8075-XQL3-IUCA-DXN8,624.0,CRC,P89811
huw26+GYdl0=,Flacke,Carmine,NO15-2291-0337-038,900.0,JPY,P90744
hvlGmaB1VP8=,Chavrin,Yvor,AZ42-JNFB-LVZ2-U8EX-DVIF-T5T3-KWVI,679.0,COP,P99031
hvteQ/TDYiY=,Leber,Bartolemo,MU22-SZCN-3913-3208-6404-4402-542Y-WG,113.0,BRL,P90084
hwEde1kpSlU=,Longson,Theo,FR13-3829-7243-35OQ-EN7N-0SWK-N73,954.0,RUB,P98276
hwKdQfRqdZQ=,Parris,Blake,BE53-7759-4587-6443,222.0,PLN,P90338
hwLfYf/xv40=,Doorey,Greggory,MC98-8387-1230-95CZ-HNSH-4HI7-T34,549.0,SEK,P93295
hwreV2eNIcE=,McKeaney,Nico,SK67-5538-0865-4492-2096-5597,363.0,CNY,approach
hxMS0MPciTo=,Hounson,Sarge,FR20-0880-3310-54ED-TE1D-MUL9-O71,315.0,EUR,P97533
hxPk/lEAiNY=,Tupling,Mrs.Elsie,PS96-MIGI-FVZN-2AQ8-FZOZ-XCDV-IQZM-I,414.0,CNY,P92257
hxWicLMbnT4=,Wozencraft,Blancha,FR68-1440-3343-78ZT-VYJO-2AIC-A93,346.0,CNY,P90344
hxdT1tsm12Y=,Murkus,Georgie,PT34-2324-6227-7284-1566-8812-1,189.0,IDR,P93033
hxhhD8ur4dQ=,Betham,Mayne,NL17-ONSI-9057-4870-83,840.0,IDR,P95824
hzDYFcdOILs=,Mallett,Pepe,LU85-245I-QHVV-Q93Y-TKMQ,431.0,CZK,P96761
hzaK2kGUc1A=,Kincey,Krissy,SE56-3430-2392-9799-3425-5764,145.0,IDR,P94815
hzvoT0F8v4s=,Schusterl,Mortie,SM24-E979-2737-862K-XJFY-70VU-JDD,802.0,RUB,P96131
i/3XQkizkNE=,Horick,Darwin,PK03-ZSFR-QMGZ-YCR4-DO34-NZLV,916.0,PHP,P91594
i/8IS/mGSXM=,Wanstall,Hanan,PK68-YHOI-CG60-OLXL-GYM1-CINR,585.0,CNY,P93434
i0LAWs2hzPw=,Tabour,Willi,BR54-2754-6966-8790-7410-4145-286M-X,526.0,EUR,P98882
i0MGD98/GBY=,Isitt,Henrietta,TN88-9380-3482-8039-8793-0144,952.0,PLN,P93558
i0RVGASiDkk=,Feldmann,Umeko,RO24-DDSF-7VBI-2ZX6-QBYE-QGQ6,561.0,JPY,P98544
i1INqv+ralE=,Van den Oord,Rhoda,PL90-3093-1764-8616-7983-8934-3340,309.0,PKR,P97137
i48tYSHkZjo=,O' Finan,Lefty,LB89-4536-WSRI-ZSAS-HPSQ-KLBM-PYS7,370.0,BAM,P95002
i4Cu51i8idA=,Shakespear,Corrina,IS27-1019-0906-0444-2065-2159-66,668.0,PHP,P91318
i5xTUrsnhP8=,Dudleston,Rita,DK45-7965-5551-0472-69,145.0,XOF,P97187
i6hni0+XZs0=,Derrington,Saunder,SM35-T373-5638-370S-TOQK-JXIF-KND,106.0,HRK,P97545
i7jX5Vwhr/o=,Crennell,Mela,DE79-2498-8525-7796-4267-68,399.0,RUB,P95850
i7jYb5GPtn8=,zanicchi,york,CR45-1549-4788-3891-6884-6,851.0,cny,p99011
i8/f7DKr78U=,Wrefford,Norton,SI40-1275-0718-7940-003,995.0,PHP,P96505
i8hlWf/KbKA=,Domenici,Ethelda,HU11-8177-9958-5377-4868-9839-1333,793.0,TND,P92455
i8n4+/ZvF/o=,Martonfi,Jandy,RO24-DDSF-7VBI-2ZX6-QBYE-QGQ6,430.0,USD,P93984
i8pI7v+IOSs=,Sexon,Erminia,BE87-9766-8232-7951,86.0,IDR,P92403
i9RhyZblP2k=,Filde,Mordecai,FR59-4101-6862-39DU-Z8RD-H16V-723,754.0,BRL,knowledge user
i9TuoG6MJY4=,Carnachen,Sisely,SM16-C320-9515-582G-RHFX-JU61-IMG,4.0,EUR,P97873
iA3evW1W08s=,Sharpous,Neilla,SK21-9857-9351-2808-3779-2472,199.0,MDL,P96303
iAIQxwYxoVI=,BIGGANS,REV.TOBY,PT42-8394-0371-0448-2438-2179-2,849.0,AMD,P98373
iBm8+oFAEC0=,Folliott,Susette,FR07-9617-1712-86ZU-PJHX-X4NV-L37,646.0,VND,P98045
iCTYvwFqYNs=,Coomer,Bay,PK85-DYRV-UIB4-6OOG-CAOB-GDLE,281.0,BRL,P90110
iCmgZO+uq2E=,Junkison,Kirstyn,BR82-2791-1569-4637-8595-5306-430L-N,122.0,BRL,P94776
iD8x8KyPeXU=,Burtonshaw,Steffen,BR56-1025-6114-7900-2124-6280-571Z-K,68.0,ARS,P97981
iDhpC2MaWpQ=,Crumly,Stearn,MD69-XDB9-Q0LP-5PWR-ZQRF-DXJ0,765.0,IDR,P97974
iDnGi4CbAsE=,Candlish,Pegeen,ES64-0885-2149-5724-3419-5323,261.0,MKD,P96742
iDvaBEug6Ow=,O'FOGARTY,GLENDON,NO22-4639-8181-819,795.0,DKK,P93186
iFFbZQOis44=,Bader,Aldous,HR70-5036-8850-2339-9270-7,507.0,GMD,P89329
iFnw+jIOcgA=,Codlin,Udall,MK77-833F-OGVV-NKTP-L50,122.0,LTL,P98526
iFqI5p2SFe4=,Benardette,Tawnya,MT77-IOVM-8439-8B3P-LLH0-T8P7-FDFH-VTN,162.0,ILS,P98183
iGO1SHs1YOw=,Yewman,Gwendolen,SE38-4606-5080-9828-7989-9103,541.0,EUR,P93373
iGWkgbJ5Ct4=,Atlay,Ruth,AD56-5716-6061-EYOF-57TX-8GYV,182.0,CNY,P97427
iGp2LHY6iJ0=,Doust,Steffi,MD39-ZICD-PVY6-HYC2-UOH7-M5S5,595.0,ALL,P97982
iIUzIh56R1w=,Duffrie,Ruy,FR57-4374-5877-17QW-S5ML-FUKR-J12,287.0,CZK,P97437
iIlOK+hNsHs=,Ruppertz,Nickola,SE35-3643-3497-3926-8899-1741,568.0,CNY,P96369
iKMz8iDQsWU=,Walsh,Iseabal,BR05-4788-3751-1297-6573-1184-248U-D,744.0,SEK,P93878
iKe75ZZikxw=,Bassford,Xylina,KZ68-401S-UHV9-Y5JO-EHZL,889.3208327511398,IDR,P98973
iL5olSJUJcg=,Olander,Nancee,ME28-2326-1777-2376-2346-94,110.0,BRL,P96216
iLNXsoekyeA=,Sturgess,Lin,SM40-W624-3640-300T-ZZ0Y-S7IZ-PX4,993.0,JMD,P95145
iMuJCnmqplo=,Hestrop,Gaultiero,GT53-DCRU-2QTH-QZDO-ZURB-MIJB-RETO,174.0,RUB,P92958
iN/9SJYwmVI=,Foale,Elisabetta,FR30-9905-5691-71MU-XBXY-CHOX-I54,88.0,AWG,P92198
iNgdDI8sOiw=,Frantsev,Mack,ME68-7692-3823-1518-7296-77,347.0,EUR,P95435
iOKt/X6mIb0=,Merrigans,Craggy,GB75-RJZC-4433-7153-7785-56,264.0,PEN,P91350
